Mon-Yr,CA,Alameda,Amador,Butte,Calaveras,Contra-Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Tulare,Tuolumne,Ventura,Yolo,Yuba,,Condo,LA Metro,Central Coast,Central Valley,Far North,Inland Empire,S.F. Bay Area,SoCal
36130,198121,253846,NA,121499.925,NA,NA,NA,NA,102207.681818182,NA,119309.379310345,87567,NA,98332.5,NA,192491.370876144,NA,417442,NA,138749.0625,98332.5,NA,234459,218181.454545455,NA,266549.925900695,180606.03030303,NA,120999.62496207,135137,NA,116590.112453338,212237,349561,127291,182962.814814815,417895,222319.448090327,369969,297595,116409.435897436,74999.5,146785.375,222876,114039,NA,NA,NA,NA,231601,NA,NA,,154860,178722.80980184,215000,NA,NA,120424.056029577,308413.247346193,89900
36161,202201,248195,NA,110499.475,NA,NA,NA,NA,92045.25,NA,124374.78125,99285,NA,98999.1,NA,185547.096374478,NA,445000,NA,144285.5,94285.2857142857,NA,304500,218749.625,NA,255424.419811321,189199.54,NA,127189.388911833,120000,259374.8125,112137.684292734,219323,344303,124600,189999.5,425000,304336.339200103,350000,304000,107332.966666667,109999.5,146399.68,224350,115226,NA,NA,NA,NA,241192,NA,NA,,152330,177801.679944293,293000,NA,NA,118593.283247199,307986.03125,227000
36192,197870,245121,NA,125555.277777778,NA,NA,NA,NA,97199.28,NA,117999.1,88275,NA,94999.5,NA,184902.69590959,NA,469999,NA,180999.95,90000,NA,235000,212499.75,NA,260759.278481013,183448.103448276,NA,123455.787860398,125298,232499.35,115111.644604062,208298,340833,131458,202702.648648649,450000,219434.787036932,353000,338500,103599.82,120000,150363.118181818,232187,98213,NA,NA,NA,NA,243616,NA,NA,,164460,186701.937710027,285000,NA,NA,122471.884536721,307461.571129707,239900
36220,212330,272404,NA,124073.87037037,NA,NA,NA,NA,96590.25,NA,126666.333333333,86612,NA,107777.388888889,NA,181409.27031623,NA,467441,NA,137499.125,100000,NA,261000,233822.852941176,NA,273730.489847716,199332.366666667,NA,132575.67099014,129393,261666.433333333,115726.415213037,221069,372825,137845,196561.671875,453750,300254.634018448,383750,330000,118332.416666667,100000,150404.885135135,235747,118332,NA,NA,NA,NA,249218,NA,NA,,173310,191647.5044918,288000,NA,NA,126775.25278273,336141.640290847,254000
36251,216490,290334,NA,126428.25,NA,NA,NA,NA,105714,NA,107999.6,88054,NA,108332.916666667,NA,189527.714161343,NA,526562,NA,143333.166666667,97915.875,NA,270000,246152.923076923,NA,270012.553108808,184999.75,NA,135943.127674891,131576,252499.95,114557.34029639,224781,382473,141400,218032.426229508,476500,305044.298316563,394875,342000,114499.275,129999.5,161249.9375,244642,118979,NA,NA,NA,NA,255597,NA,NA,,164140,197714.780804662,302500,NA,NA,128194.366248437,345251.405450041,249900
36281,220410,301751,NA,121111.055555556,NA,NA,NA,NA,104117.441176471,NA,118619.75862069,89890,NA,96153.2307692308,NA,184558.075813017,NA,553571,NA,147999.6,104073.87037037,NA,267500,235713.571428571,NA,275250.751256281,185384.346153846,NA,132275.417926393,131370,244826.689655172,122622.551921595,229222,387999,127907,206481.351851852,490000,250588.235845239,395000,349000,111052.078947368,106666.333333333,159057.870588235,249144,119056,NA,NA,NA,NA,260952,NA,NA,,166120,198501.43661186,301000,NA,NA,130302.820572401,352499.475,252500
36312,224678,313474,NA,128749.5625,NA,NA,NA,NA,105714,NA,124210.315789474,93166,NA,107777.388888889,NA,204440.68689845,NA,532738,NA,131249.4375,107856.75,NA,269750,251315.763157895,NA,282647.748858447,201351.324324324,NA,138817.310735516,132135,282811.84375,119324.984741915,237415,431579,131500,227726.718181818,510000,273775.45866961,410000,362500,119309.379310345,126666.333333333,165692.023076923,260126,119108,NA,NA,NA,NA,241453,NA,NA,,170200,201302.394820411,325000,NA,NA,131911.506354786,367105.529935852,257000
36342,220529,313182,NA,125237.833333333,NA,NA,NA,NA,100642.169724771,NA,130332.816666667,93103,NA,110999.45,NA,206164.617215926,NA,544753,NA,157499.125,111666.083333333,NA,329000,300000,NA,279442.381962865,200632.898734177,NA,148391.782042705,131367,268332.966666667,120712.827895161,233595,410145,137187,210886.879032258,500000,273552.397834502,409000,353000,113589.064102564,106249.6875,160892.8125,256183,121770,NA,NA,NA,NA,268309,NA,NA,,169170,198278.740508954,330000,NA,NA,135548.073119024,363406.193812233,245000
36373,224195,313481,NA,120645.129032258,NA,NA,NA,NA,99238.2065217391,NA,121304.282608696,89761,NA,117057.970588235,NA,205611.051042879,NA,545454,NA,161999.9,99443.5,NA,288000,248483.878787879,NA,283227.183544304,193999.3,NA,144127.701220402,133231,253124.9375,118066.075048279,243508,398112,137423,228408.522727273,479900,227250.427235211,415000,366950,113957.635416667,127142.5,161285.65,259091,123936,NA,NA,NA,NA,275403,NA,NA,,169980,198462.920930047,327000,NA,NA,133751.836768487,359376.808224443,249000
36404,218713,285163,NA,123809.333333333,NA,NA,NA,NA,99544.5,NA,131363.068181818,88499,NA,112499.375,NA,220873.29211467,NA,491509,NA,137999.1,101818.090909091,NA,314500,269230.384615385,NA,280881.735294118,193408.420454545,NA,146454.69728609,135975,270312.09375,120002.652876807,238531,396874,132571,217552.840425532,460000,337509.608598025,411500,376000,114116.941176471,108749.5625,160937.453125,260277,122564,NA,NA,NA,NA,258125,NA,NA,,170300,195942.084737185,340250,NA,NA,136536.008129643,352872.142080745,245000
36434,215822,312879,NA,133870.274193548,NA,NA,NA,NA,97142.1428571429,NA,120499.975,81500,NA,110666.133333333,NA,191883.635818747,NA,544520,NA,149999.5,112499.375,NA,337000,259999.8,NA,276405.721875,197036.185185185,NA,142367.948577977,131481,277380.404761905,115787.548180088,234933,387984,139031,235554.844444444,479000,296927.305189757,395000,346625,117776.888888889,106666.333333333,163461.365384615,255000,117864,NA,NA,NA,NA,264695,NA,NA,,163690,191549.028922355,329000,NA,NA,129691.010304537,358007.388047809,240000
36465,218537,302842,NA,127332.966666667,NA,NA,NA,NA,100000,NA,131999.4,87618,NA,113332.666666667,NA,188348.313110948,NA,531780,NA,162499.875,102727.136363636,NA,320000,281817.545454545,NA,284027.097222222,201811.557971014,NA,146714.793613406,134438,273999.52,115724.058378,236538,426530,144286,219317.795454545,463500,347129.117618922,416450,350000,112940.529411765,100000,167817.790909091,265882,125312,NA,NA,NA,NA,253883,NA,NA,,171440,195467.395377354,338000,NA,NA,132032.77069322,354235.614298373,249000
36495,225264,292804,NA,126071.125,NA,NA,NA,NA,100735.257352941,NA,124761.666666667,81818,NA,112307.076923077,NA,197781.498339436,NA,571428,NA,142857,112499.375,NA,278000,289999.2,NA,284859.551242236,209615.192307692,NA,136326.426002719,132652,270454.136363636,113923.064949944,238765,434091,137842,217307.346153846,488000,341300.931796259,425000,375000,110322.064516129,100000,162452.70754717,262353,122463,NA,NA,NA,NA,266193,NA,NA,,170250,189285.557139592,329000,NA,NA,126939.57706665,357885.327181208,243750
36526,226870,323795,NA,120000,NA,NA,NA,NA,104999.75,NA,112380.333333333,94565,NA,94999.5,NA,200054.814052129,NA,595588,NA,152499.375,98888,NA,320000,270832.916666667,NA,290673.78968254,197726.386363636,NA,147297.544397089,132317,335713.928571429,117881.304194731,251212,420213,139729,232499.35,534500,395214.791460182,435000,370000,112307.076923077,104999.75,167560.597560976,270652,116140,NA,NA,NA,NA,273958,NA,NA,,173280,196183.409205043,340000,NA,NA,132471.27776276,377046.013157895,225000
36557,227155,327747,NA,113076.269230769,NA,NA,NA,NA,91874.8125,NA,127199.64,83125,NA,136665.833333333,NA,194813.514362281,NA,645220,NA,141999.9,106249.6875,NA,355000,269999.6,NA,297649.422932331,199284.75,NA,152576.846781787,129354,300000,108999.555254336,245914,458999,147179,239284.928571429,533000,373958.899904582,463250,415000,116450.790322581,133332.666666667,171332.766666667,279591,121000,NA,NA,NA,NA,270723,NA,NA,,173780,203045.23797961,378000,NA,NA,133577.031657773,388191.730211082,226000
36586,233138,348034,NA,129654.689655172,NA,NA,NA,NA,95945.3513513513,NA,124642.625,93600,NA,117691.423076923,NA,190354.061890209,NA,644480,NA,166999.65,104166.458333333,NA,363750,297057.882352941,NA,302709.763111888,215947.956896552,NA,146922.078653067,135284,294696.075757576,113346.11592317,256985,482786,147058,246077.509803922,624444,348121.68548928,522000,437000,116249.1875,100000,184418.38372093,284473,122250,NA,NA,NA,NA,287029,NA,NA,,176500,208919.826763129,380700,NA,NA,132415.96005712,422563.192256342,231500
36617,237057,371064,NA,124399.78,NA,NA,NA,NA,101142.8,NA,122999.85,88928,NA,118887.944444444,NA,197372.009925092,NA,634656,NA,181999.9,98999.1,NA,375000,284374.3125,NA,317235.016157989,228076.361538462,NA,144393.524039826,138234,315384.461538462,117488.068381429,260625,538732,156326,257142.714285714,650000,307144.393225046,555444,425000,117142,108571,180545.427272727,292696,124800,NA,NA,NA,NA,304819,NA,NA,,182680,214817.238639529,379750,NA,NA,133344.269528316,445102.997241379,235000
36647,240467,369383,NA,130666.133333333,NA,NA,NA,NA,103780.298780488,NA,129199.54,76533,NA,117691.423076923,NA,184575.694495058,NA,675403,NA,152499.375,96666,NA,340000,317741.758064516,NA,324187.792307692,224450.06043956,NA,158249.024248302,142407,359999.4,115625.956821489,276651,549157,151922,240177.767857143,650000,333899.786911263,528000,462500,113054.902777778,91249.875,191128.475806452,318981,129638,NA,NA,NA,NA,288775,NA,NA,,183710,212702.558042139,400000,NA,NA,138992.073008337,444899.902696366,234500
36678,243102,391288,NA,133332.666666667,NA,NA,NA,NA,105624.71875,NA,121428.5,88461,NA,121052.578947368,NA,218166.228006546,NA,638297,NA,173999.3,107499.625,NA,330000,297221.277777778,NA,323648.412162162,219932.033783784,NA,154360.404572154,145424,348570.942857143,118078.442058746,271920,576823,157803,249656.54109589,575000,329346.487342981,540000,420000,123437.328125,109999.5,195150.757575758,338194,133129,NA,NA,NA,NA,322514,NA,NA,,186390,222597.525324065,365000,NA,NA,139775.860751605,450784.832460733,245000
36708,242097,372433,NA,140952.333333333,NA,NA,NA,NA,98584.0471698113,NA,133570.75,93414,NA,124999.75,NA,224681.338538618,NA,647727,NA,171666.083333333,113076.269230769,NA,350000,298332.366666667,NA,318267.040709812,219256.371621622,NA,155635.648953674,149116,336110.75,117820.5237398,271755,489024,163000,252325.534883721,595000,261261.025937788,545000,475500,118332.416666667,98332.5,196490.403508772,318333,134361,NA,NA,NA,NA,297540,NA,NA,,186480,217131.409512241,390250,NA,NA,138741.464266279,442082.40499391,235000
36739,254686,359120,NA,138332.416666667,NA,NA,NA,NA,111133.463917526,NA,136427.75,92894,NA,128181.409090909,NA,233350.659099636,NA,632978,NA,165714,113999.3,NA,309000,295832.416666667,NA,324695.405217391,227221.677777778,NA,162583.711833699,149339,373808.785714286,121522.361012392,276982,523196,158607,269607.450980392,602000,333442.381401558,520000,454500,125714,96666,203305.719008264,328214,140602,NA,NA,NA,NA,297395,NA,NA,,195630,223884.944722462,359750,NA,NA,142146.686527086,440086.639748549,250000
36770,246533,361250,NA,136537.634615385,NA,NA,NA,NA,108168.605633803,NA,132916.020833333,94242,NA,140000,NA,245859.93878118,NA,626811,NA,177499.125,110832.791666667,NA,324000,334090.568181818,NA,326737.184362934,223275.396551724,NA,163774.32897551,149967,344999.55,124740.791986847,268363,479729,171922,279786.638297872,586000,252066.041390613,500000,466500,116729.932692308,116665.833333333,202083.291666667,344444,137078,NA,NA,NA,NA,297088,NA,NA,,195310,219172.719372966,390000,NA,NA,145214.4563002,431832.142408377,240000
36800,251217,393343,NA,148181.409090909,NA,NA,NA,NA,118643.13559322,NA,136450.790322581,93571,NA,123571.25,NA,216144.603940894,NA,638157,NA,184999.75,125262.894736842,NA,382000,314814.666666667,NA,321810.481481481,231848.678082192,NA,162780.214843103,149878,379165.875,127600.016267725,279058,513095,168792,279166.083333333,620000,249285.773491444,526950,457000,124374.78125,111999.4,208863.459090909,334252,138782,NA,NA,NA,NA,303395,NA,NA,,198660,216527.490676137,402500,NA,NA,145134.942087289,447458.875,239900
36831,250662,406364,NA,136249.1875,NA,NA,NA,NA,104531.0234375,NA,139165.708333333,88139,NA,131052.078947368,NA,213118.972858502,NA,660156,NA,147499.625,109999.5,NA,340000,322916.4375,NA,316773.336538462,237856.385714286,NA,170758.154487672,152972,355555,121206.291207188,280492,558219,184047,265555.244444444,585000,420560.657622531,548250,450000,123636.181818182,147999.6,208219.01369863,347345,141549,NA,NA,NA,NA,293370,NA,NA,,197710,219776.014143856,397000,NA,NA,145253.406171408,464236.259681093,241500
36861,248354,410952,NA,148094.833333333,NA,NA,NA,NA,106202.221518987,NA,133635.681818182,90694,NA,134999.25,NA,221339.913446888,NA,658653,NA,167499.625,121666.583333333,NA,366500,300000,NA,322046.193037975,235832.616666667,NA,162606.595661927,149827,365713.628571429,118964.50196022,278906,551948,172727,268381.985294118,625000,298638.688620088,535000,477000,121428.5,120000,208853.989583333,335416,146718,NA,NA,NA,NA,298450,NA,NA,,190240,214422.041957286,415000,NA,NA,141016.968855771,452395.849093264,231500
36892,244112,391303,NA,142222.111111111,188571,NA,NA,NA,101199.94,NA,137332.466666667,85952,NA,114443.722222222,NA,213795.574785499,NA,662878,NA,180000,123749.8125,NA,352000,335293.764705882,229166.083333333,326470.323529412,241802.442622951,NA,155660.241334504,152052,365516.586206897,113862.799811002,282176,564453,185135,280624.3875,649950,379052.076036561,574000,467880,122285.6,92499.75,211956.282608696,339473,140968,NA,NA,NA,NA,289285,NA,NA,,197920,214430.744585401,397600,NA,NA,134285.724441528,453991.476047904,233050
36923,241693,400962,NA,142307.576923077,197499.125,NA,NA,NA,102908.945454545,NA,139089.954545455,96499,NA,137142,NA,213683.720447905,NA,668749,NA,154999.25,131999.4,NA,358950,301923.057692308,220237.69047619,328903.820547945,241665.833333333,NA,161845.598145643,163600,377499.225,118118.325855396,285922,573529,187575,294374.1125,671000,360603.347841005,552000,480000,122499.875,109999.5,223287.205479452,375268,149677,NA,NA,NA,NA,289499,NA,NA,,198470,221302.894564451,410000,NA,NA,141638.518214975,466938.106122449,238000
36951,257548,421542,NA,149166.208333333,176665.833333333,NA,NA,NA,112257.451612903,NA,134499.275,95238,NA,132499.375,NA,216503.650578241,NA,662499,NA,175999.2,122142.75,NA,335000,314999.85,238888.111111111,346729.995215311,255384.507692308,NA,164951.074346571,166875,361764.088235294,127226.027323869,285534,581395,189354,286922.338461538,612500,357942.732670666,565000,499000,132618.416666667,92499.75,229278.693693694,361654,155692,NA,NA,NA,NA,299050,NA,NA,,207620,230830.786505531,400000,NA,NA,145361.566105032,473912.304347826,257000
36982,255310,426373,NA,141578.868421053,183333.166666667,NA,NA,NA,117499.125,NA,142857,101875,NA,140000,NA,213627.767617578,NA,726851,NA,197499.125,127142.5,NA,340000,325999.74,262499.75,348413.539232053,263020.572916667,NA,171052.356978234,172235,367390.630434783,127434.001585674,300938,593160,197948,278377.810810811,595000,384062.00472986,525500,530000,131332.766666667,98332.5,240089.288288288,347014,154999,NA,NA,NA,NA,300641,NA,NA,,198620,229638.285521158,402500,NA,NA,152497.682408374,463206.91509434,251000
37012,255857,394444,NA,149599.52,187499.625,NA,NA,NA,116978.317708333,NA,135277.013888889,99305,NA,147691.923076923,NA,212273.529135945,NA,671874,NA,204999.9,121428.5,NA,352500,355262.605263158,242423.393939394,355042.677233429,243180.954545455,NA,179846.593233594,172235,379410.970588235,130446.431488826,293312,557243,186666,274999.5,589000,300760.797070453,532000,505000,134892.872340426,140000,235687.692028986,361458,160000,NA,NA,NA,NA,317677,NA,NA,,204050,234764.661590638,435000,NA,NA,158168.737439393,461368.733040201,259000
37043,267412,405389,NA,153635.681818182,187999.6,NA,NA,NA,117639.56741573,NA,140454.522727273,99599,NA,138665.733333333,NA,244664.430104791,NA,685810,NA,252272.681818182,141999.9,NA,340000,329031.967741935,266176.147058824,355251.548319328,257421.7265625,NA,184445.924714223,179270,355262.605263158,133956.423362213,301185,555435,196481,299527.311320755,584500,346394.710536662,547500,473500,131399.43,129999.5,240583.603896104,362654,165294,NA,NA,NA,NA,323770,NA,NA,,205710,243526.231450398,384500,NA,NA,162103.114549573,473138.803488372,269900
37073,267517,404872,NA,154374.28125,252499.95,NA,NA,NA,126752.909090909,NA,151332.766666667,102763,NA,135832.541666667,NA,252019.961521935,NA,687499,NA,233332.666666667,131428,NA,375000,304761.857142857,256249.875,359109.882352941,243975.024096386,NA,178279.425573262,177017,365383.961538462,134592.975431231,308696,556930,188571,298436.53125,591000,441565.802916671,525000,522500,135453.772727273,124999.75,244159.700729927,366399,167470,NA,NA,NA,NA,338554,NA,NA,,205880,243692.796030209,449000,NA,NA,159341.262823135,468330.758229285,270875
37104,282421,408836,NA,153102.793103448,184999.75,NA,NA,NA,122715.913580247,NA,142083.229166667,110515,NA,151666.083333333,NA,254947.105003749,NA,682064,NA,213888.611111111,139229.807692308,NA,350000,342646.632352941,263970.308823529,367694.537153652,270832.916666667,NA,181035.389622056,177911,349999.5,132460.869294255,313389,536765,199244,284820.732142857,575000,417598.579350954,510000,472500,132406.787037037,125555.277777778,245128.967532468,351874,163708,NA,NA,NA,NA,343049,NA,NA,,202720,245718.388558812,399000,NA,NA,160652.426641515,462572.759784736,276000
37135,275624,385210,NA,158635.431818182,175999.2,NA,NA,NA,129866.173333333,NA,145714,101884,NA,134999.25,NA,276206.126939656,NA,672101,NA,182499.875,132940.529411765,NA,380000,384090.068181818,262837.581081081,356230.440729483,260184.981481481,NA,195096.932802853,174398,388094.357142857,131103.659947598,314646,519578,190399,302419.330645161,571000,302479.299255514,500000,470000,135150.757575758,100000,244564.326086956,356164,169833,NA,NA,NA,NA,343662,NA,NA,,207350,249426.985852882,425000,NA,NA,166653.341092359,449405.054161162,272500
37165,263020,388753,NA,149374.53125,196665.833333333,NA,NA,NA,124626.634328358,NA,145714,105901,NA,138887.944444444,NA,244995.147337712,NA,639344,NA,227082.791666667,138822.588235294,NA,345000,324999.75,239422.288461538,356687.850734095,255208.229166667,NA,178825.196764501,175513,369999.3,133784.8247906,294246,515060,194249,295832.416666667,582000,317977.744572128,480000,475000,134826.844827586,132307.076923077,237194.37804878,356818,170123,NA,NA,NA,NA,329444,NA,NA,,204330,237772.964858727,390000,NA,NA,157460.971117285,441176.058823529,260000
37196,270210,389887,NA,154799.26,188571,NA,NA,NA,130689.120689655,NA,154544.727272727,101786,NA,147777.388888889,NA,239008.315969559,NA,648333,NA,169999.5,149374.53125,NA,350000,371427.857142857,257894.578947368,356335.053082192,262221.977777778,NA,187219.80827971,177342,358695.065217391,138922.315143048,298057,550324,200806,309574.372340426,569500,310679.864274359,498800,490000,136570.6,129999.5,233513.822463768,355468,164545,NA,NA,NA,NA,341562,NA,NA,,206410,243376.320729917,399000,NA,NA,162736.486192867,452262.851851852,269000
37226,281332,394957,NA,152630.947368421,187999.6,NA,NA,NA,128629.705479452,NA,141874.90625,105438,NA,132999.35,NA,255190.601664423,NA,665254,NA,197999.1,117856.25,NA,350000,337930.655172414,255882.235294118,360835.569112628,259913.594827586,NA,183626.667632291,178283,342104.842105263,137889.451614431,311835,536765,200943,305813.895348837,574950,336700.101649809,495000,470000,140499.975,123333.166666667,243180.954545455,349248,165652,NA,NA,NA,NA,317836,NA,NA,,214100,244760.660761169,399000,NA,NA,162243.96863396,452474.094543147,274000
37257,287076,390576,NA,158332.416666667,203571.357142857,NA,NA,NA,128888.444444444,NA,157142,107391,NA,145999.7,NA,258972.478551001,NA,643616,NA,200000,137499.125,NA,365000,343749.5625,264285.428571429,362007.253937008,258749.825,NA,179024.463716583,179385,355555,136575.787438758,304155,487499,198787,326999.73,570000,366906.317283781,493500,475000,142499.875,133332.666666667,239822.21238938,353461,168181,NA,NA,94999.5,NA,329341,NA,NA,,220230,250361.845288761,410000,NA,NA,156653.9249713,449051.642180095,274950
37288,294865,405181,NA,163684.026315789,193332.666666667,NA,NA,NA,134037.759615385,NA,147999.6,103962,NA,148749.5625,NA,251811.065378107,NA,625000,NA,208333.166666667,146922.730769231,NA,400000,335713.928571429,269444.055555556,369821.308252427,271874.5625,NA,184714.762018609,182840,356666.1,131963.314264944,326731,503623,207792,300000,575000,430264.693263525,520000,484050,138180.909090909,133332.666666667,241665.833333333,365957,174848,NA,NA,98332.5,NA,337368,NA,NA,,224840,265587.337476327,439000,NA,NA,163256.469232786,464168.928571429,290000
37316,305838,403448,NA,174090.204545455,192856.5,NA,NA,NA,131817.590909091,NA,147368.052631579,112711,NA,144285.5,NA,253609.021620382,NA,704545,NA,232142.214285714,143749.8125,NA,366000,351019.897959184,257142.714285714,379277.935819071,266790.708955224,NA,192421.968787812,187196,368332.65,134867.680884849,338414,593160,206308,327205.610294118,612500,417020.10879254,535000,497000,143571.25,122499.875,250925.907407407,367942,177113,NA,NA,108499.575,NA,336345,NA,NA,,235470,271657.141966354,423000,NA,NA,166279.938659035,485311.018108652,297500
37347,317121,455749,NA,165789.184210526,197999.1,NA,NA,NA,127272.363636364,NA,155554.777777778,106913,NA,160000,NA,260195.355236279,NA,754167,NA,207142.714285714,143999.8,NA,358550,365999.34,273213.821428571,392999.07,267187.15625,NA,196304.359216171,195953,362499.375,137938.943578286,345537,579724,211250,320224.516853933,641000,532908.822412514,550000,491000,160967.693548387,109999.5,260271.112403101,376157,177529,NA,NA,109999.5,NA,355075,NA,NA,,238450,279518.546282275,399000,NA,NA,164779.358356998,499834.527960526,310000
37377,319591,447773,NA,171904.166666667,194285,NA,NA,NA,134443.722222222,NA,161538.384615385,115256,NA,157776.888888889,NA,251711.653813883,NA,730931,NA,262499.75,153076.269230769,NA,367500,389188.297297297,277082.791666667,409176.580617496,287375.49009901,NA,200085.829769972,206486,384999.15,141827.98391769,370312,635551,225173,334809.778481013,645000,352356.39210625,578750,532000,151999.4,123333.166666667,267835.009146341,379019,182551,NA,NA,116665.833333333,NA,364040,NA,NA,,241190,279796.76936335,440000,NA,NA,175096.745457007,509242.920774648,314900
37408,324638,471222,NA,176362.818181818,219117.264705882,NA,NA,NA,148946.921052632,NA,174614.653846154,116295,NA,193999.3,NA,286325.720684978,NA,722876,NA,198887.944444444,157856.25,NA,400000,424193.306451613,289842.953125,428608.409565217,292591.740740741,NA,208196.781821964,216613,372618.321428571,144109.234559593,368654,620967,232024,348700.811688312,629000,409164.935510045,575000,520000,156763.867647059,135713.5,273046.4140625,389062,189876,NA,NA,115713.5,NA,361697,NA,NA,,242170,286487.087938452,439000,NA,NA,181932.27636278,525162.717584369,325500
37438,321903,464999,NA,185789.184210526,228124.4375,NA,NA,NA,145671.358208955,NA,177499.125,117030,NA,166153.538461538,NA,291245.30242241,NA,744844,NA,217499.65,157057.970588235,NA,366500,386955.652173913,293420.184210526,430238.668198529,289150.160377358,NA,211338.500211393,214482,369766.744186047,148944.754169036,376251,614436,227007,335937.140625,635000,420045.730928045,560000,535000,147856.75,134999.25,276049.899159664,389582,191910,NA,NA,119374.03125,NA,395708,NA,NA,,248890,285087.38428481,437500,NA,NA,182452.802396496,505598.239639037,319000
37469,334273,460958,NA,187777.388888889,235713.571428571,NA,NA,NA,150166.158333333,NA,169999.5,127143,NA,163076.769230769,NA,304917.621126446,NA,730669,NA,252777.722222222,154116.941176471,NA,395000,388774.62244898,287142.114285714,432768.033898305,307727.195454545,NA,211281.548471589,221107,369116.955882353,145979.931293528,378834,594890,232993,364285.071428571,655000,448660.488667558,540000,539500,151859.872093023,152856.5,277320.882142857,392561,193764,NA,NA,123420.881578947,NA,388693,NA,NA,,231710,287502.846641673,429000,NA,NA,181284.819711183,497041.014312977,318000
37500,322452,459832,NA,185714,229999.4,NA,NA,NA,151384.046153846,NA,180869.52173913,125082,NA,193749.3125,NA,325417.500467406,NA,728895,NA,252272.681818182,171110.555555556,NA,398000,393901.5,301724.120689655,428988.474157303,292581.565934066,NA,213327.938487426,225553,385713.428571429,154986.463450557,383075,597098,235083,369642.160714286,637500,350648.830954153,550000,532000,160399.98,142857,287930.275862069,386538,196351,NA,NA,114499.275,NA,393442,NA,NA,,248790,288542.872995892,447500,NA,NA,188057.204139791,496431.651755379,321000
37530,324672,452391,NA,182105.157894737,239061.71875,NA,NA,NA,158626.519607843,NA,181111.055555556,128026,NA,170624.46875,NA,294631.300325161,NA,730654,NA,240624.1875,169999.5,NA,382500,395237.142857143,289814.018518519,429022.698275862,294185.162790698,NA,212533.622936589,223006,377940.397058823,154136.076024008,378293,610294,234601,348683.72368421,600000,459291.161201865,535000,520000,170249.4875,135999.2,288533.063909774,381531,195463,NA,NA,118570.5,NA,391122,NA,NA,,248470,290184.241252423,437500,NA,NA,184003.788350673,497133.11258956,321450
37561,328440,450990,NA,192666.033333333,233332.666666667,NA,NA,NA,156228.696721311,NA,183076.769230769,131666,NA,181999.9,NA,288319.496244487,NA,743242,NA,260416.458333333,177999.1,NA,375000,398716.961538462,328571.142857143,427126.165517241,308163.183673469,NA,225378.161499705,225000,378124.21875,157277.785443432,378036,616228,229094,358552.046052632,615000,378370.457029759,530000,510000,169599.52,131666.083333333,284878.334677419,381614,198461,NA,NA,116128.225806452,NA,387349,NA,NA,,256060,292583.760241301,429000,NA,NA,188904.265198568,490500.260489511,319900
37591,338836,453079,NA,200000,233927.892857143,NA,NA,NA,150525.789473684,NA,182272.613636364,130517,NA,186153.538461538,NA,307489.030940474,NA,668631,NA,246874.0625,167856.75,NA,365000,401923.057692308,343181.386363636,428312.969879518,297618.095238095,NA,218656.899957548,226899,397499.025,153867.831880423,381440,588235,233147,363558.686440678,597000,372586.576792119,532750,518250,165768.942307692,131666.083333333,287294.336065574,382376,202419,NA,NA,112580.016129032,NA,400407,NA,NA,,253560,293909.842815975,415000,NA,NA,185622.872130788,489502.385192127,324000
37624,336212,441025,NA,186922.730769231,226922.538461538,NA,NA,NA,158540.739583333,NA,183571.25,126379,NA,172856.5,NA,302860.867314444,NA,679824,185000,246874.0625,186666.333333333,NA,409000,462499.375,329999.7,442753.195652174,296773.258064516,NA,214920.650197628,227403,393749.0625,160694.219461645,385848,596649,232568,371874.28125,597500,403849.666823486,510000,512000,171480.907407407,153332.666666667,279064.459349593,394656,202381,NA,NA,118845.211538462,229166.083333333,403043,NA,NA,,254400,297527.885387549,435000,NA,NA,185248.888158792,481996.635496183,270000
37655,326645,439080,NA,189090.454545455,227272.181818182,NA,NA,NA,158165.758333333,NA,181538.384615385,129555,NA,157999.1,NA,291927.914614498,NA,704860,140000,309090.818181818,178887.944444444,NA,369900,410714.178571429,279999.4,447885.093283582,289178.320895522,NA,225289.069498069,228820,379031.467741936,154696.46336965,385167,613013,231122,364582.6875,620750,455670.595711738,535000,525000,176537.634615385,149999.5,291413.313131313,392085,203571,NA,NA,118799.06,214583.041666667,397058,NA,NA,,262770,306346.161215291,430000,NA,NA,188547.822638218,485224.766375546,280000
37683,351130,471632,NA,216428.242857143,250000,NA,NA,NA,166301.054794521,NA,189582.854166667,137212,NA,184444.222222222,NA,290523.333100964,NA,716953,183333,272221.777777778,175332.566666667,NA,396500,440384.211538462,306666.6,448596.005263158,299241.439393939,NA,236697.983974359,233451,371738.413043478,159384.710619303,394491,613189,232542,367762.480263158,631000,489304.128103387,544500,522500,180277.763888889,169999.5,297766.901785714,394750,200221,NA,NA,124687.265625,219444.055555556,412000,NA,NA,,265220,318575.263928561,425000,NA,NA,197924.849107372,510135.094594595,295000
